FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,WORKDAY_OPER_TIME_DC,WKEND_OPER_TIME_DC,FRE_PARKNG_AT,VALET_PARKNG_POSBL_AT,INFN_CHAIR_LEND_POSBL_AT,WCHAIR_HOLD_AT,PET_POSBL_AT,VGTR_MENU_HOLD_AT,HALAL_FOOD_HOLD_AT,GFRE_FOOD_HOLD_AT,LAST_UPDT_DE
사이공쌀국수,음식점/유흥시설,동남아시아음식,베트남,경상북도,경주시,성건동,,681-1 번지,한빛길6번길,51,35.855277,129.206052,38133,경상북도 경주시 한빛길6번길 51,경상북도 경주시 성건동  681-1,,,,N,N,N,N,N,N,N,N,20221010
사이공쌀국수앤월남쌈,음식점/유흥시설,동남아시아음식,베트남,경상북도,고령군,대가야읍,고아리,107-3 번지,대가야로,1335,35.727492,128.270488,40141,경상북도 고령군 대가야로 1335,경상북도 고령군 대가야읍 고아리 107-3,,,,N,N,N,N,N,N,N,N,20221010
사이공우리고향쌀국수,음식점/유흥시설,동남아시아음식,베트남,경기도,양평군,지평면,지평리,572-3 번지,지평시장1길,2-1,37.474795,127.637204,12541,경기도 양평군 지평시장1길 2-1,경기도 양평군 지평면 지평리 572-3,,,,N,N,N,N,N,N,N,N,20221010
사이공장,음식점/유흥시설,동남아시아음식,베트남,광주광역시,동구,장동,,85-2 번지,장동로,15-2,35.148592,126.923948,61436,광주광역시 동구 장동로 15-2,광주광역시 동구 장동  85-2,,,,N,N,N,N,N,N,N,N,20221010
사이공장,음식점/유흥시설,동남아시아음식,베트남,대구광역시,중구,공평동,,61-4 번지,동성로4길,73,35.868081,128.599184,41941,대구광역시 중구 동성로4길 73,대구광역시 중구 공평동  61-4,,,,N,N,N,N,N,N,N,N,20221010
사이공콴,음식점/유흥시설,동남아시아음식,베트남,인천광역시,남동구,논현동,,559-14 번지,논곡로85번길,5-3,37.414203,126.712961,21636,인천광역시 남동구 논곡로85번길 5-3,인천광역시 남동구 논현동  559-14,,,,N,N,N,N,N,N,N,N,20221010
사이공키친,음식점/유흥시설,동남아시아음식,베트남,경기도,성남시 분당구,정자동,,7 번지,성남대로,393,37.371685,127.107248,13555,경기도 성남시 분당구 성남대로 393,경기도 성남시 분당구 정자동  7,,,,N,N,N,N,N,N,N,N,20221010
사이공키친,음식점/유흥시설,동남아시아음식,베트남,경기도,용인시 수지구,풍덕천동,,1082-3 번지,수지로296번길,51-6,37.321543,127.094866,16841,경기도 용인시 수지구 수지로296번길 51-6,경기도 용인시 수지구 풍덕천동  1082-3,,,,N,N,N,N,N,N,N,N,20221010
사이공키친,음식점/유흥시설,동남아시아음식,베트남,서울특별시,강남구,대치동,,945-21 번지,영동대로85길,20-3,37.50719,127.061768,06181,서울특별시 강남구 영동대로85길 20-3,서울특별시 강남구 대치동  945-21,,,,N,N,N,N,N,N,N,N,20221010
사이공파크,음식점/유흥시설,동남아시아음식,베트남,서울특별시,동작구,흑석동,,341 번지,현충로,52,37.509625,126.962203,06909,서울특별시 동작구 현충로 52,서울특별시 동작구 흑석동  341,,,,N,N,N,N,N,N,N,N,20221010
사이공펍,음식점/유흥시설,동남아시아음식,베트남,경기도,고양시 덕양구,동산동,,370 번지,고양대로,1955,37.646997,126.89481,10595,경기도 고양시 덕양구 고양대로 1955,경기도 고양시 덕양구 동산동  370,,,,N,N,N,N,N,N,N,N,20221010
사이공포,음식점/유흥시설,동남아시아음식,베트남,경기도,여주시,홍문동,,65-7 번지,세종로,26,37.295476,127.636161,12627,경기도 여주시 세종로 26,경기도 여주시 홍문동  65-7,,,,N,N,N,N,N,N,N,N,20221010
사이공포,음식점/유흥시설,동남아시아음식,베트남,서울특별시,중구,남산동3가,,31-1 번지,퇴계로24길,13-8,37.56037,126.987669,04629,서울특별시 중구 퇴계로24길 13-8,서울특별시 중구 남산동3가 31-1,0237891801,,,N,N,N,N,N,N,N,N,20221010
사이공핫팟,음식점/유흥시설,동남아시아음식,베트남,경기도,성남시 분당구,서현동,,269-5 번지,분당로53번길,11,37.384118,127.121475,13591,경기도 성남시 분당구 분당로53번길 11,경기도 성남시 분당구 서현동  269-5,,,,N,N,N,N,N,N,N,N,20221010
사이공핫팟,음식점/유흥시설,동남아시아음식,베트남,경기도,성남시 분당구,정자동,,170-1 번지,정자일로,120,37.361543,127.106146,13559,경기도 성남시 분당구 정자일로 120,경기도 성남시 분당구 정자동  170-1,,,,N,N,N,N,N,N,N,N,20221010
사이공핫팟,음식점/유흥시설,동남아시아음식,베트남,서울특별시,강남구,삼성동,,5-1 번지,선릉로130길,56,37.517262,127.046352,06089,서울특별시 강남구 선릉로130길 56,서울특별시 강남구 삼성동  5-1,,,,N,N,N,N,N,N,N,N,20221010
사이공핫팟,음식점/유흥시설,동남아시아음식,베트남,서울특별시,강남구,압구정동,,369-1 번지,압구정로29길,71,37.532036,127.026226,06002,서울특별시 강남구 압구정로29길 71,서울특별시 강남구 압구정동  369-1,,,,N,N,N,N,N,N,N,N,20221010
사이공핫팟,음식점/유흥시설,동남아시아음식,베트남,서울특별시,강남구,자곡동,,658 번지,자곡로,202,37.474708,127.104808,06373,서울특별시 강남구 자곡로 202,서울특별시 강남구 자곡동  658,,,,N,N,N,N,N,N,N,N,20221010
사이공핫팟 서현점,음식점/유흥시설,동남아시아음식,베트남,경기도,성남시 분당구,서현동,,269-5 번지,분당로53번길,11,37.384067,127.121553,13591,경기도 성남시 분당구 분당로53번길 11,경기도 성남시 분당구 서현동 269-5 서원플라자,03180174208,11시-21시30분,11시-21시30분,N,N,N,N,N,N,N,N,20221010
사이공힐,음식점/유흥시설,동남아시아음식,베트남,서울특별시,서초구,양재동,,275-6 번지,논현로,87,37.477585,127.044193,06775,서울특별시 서초구 논현로 87,서울특별시 서초구 양재동  275-6,,,,N,N,N,N,N,N,N,N,20221010
사찌,음식점/유흥시설,동아시아음식,일본,대전광역시,서구,탄방동,,732 번지,문예로,15,36.348049,127.38984,35260,대전광역시 서구 문예로 15,대전광역시 서구 탄방동 732 그랑수아빌딩,0424871174,,,N,N,N,N,N,N,N,N,20221010
사케도로보,음식점/유흥시설,동아시아음식,일본,경기도,수원시 팔달구,신풍동,,221-25 번지,신풍로,30,37.283708,127.014859,16252,경기도 수원시 팔달구 신풍로 30,경기도 수원시 팔달구 신풍동 221-25,050714350045,16시-23시,14시-23시,N,N,N,N,N,N,N,N,20221010
사케도모,음식점/유흥시설,동아시아음식,일본,경기도,성남시 수정구,태평동,,3520 번지,탄리로,77,37.44274,127.13561,13305,경기도 성남시 수정구 탄리로 77,경기도 성남시 수정구 태평동 3520,0317511214,,,N,N,N,N,N,N,N,N,20221010
사쿠라,음식점/유흥시설,동아시아음식,일본,서울특별시,용산구,한남동,,683-134 번지,이태원로,238,37.535919,126.999916,04400,서울특별시 용산구 이태원로 238,서울특별시 용산구 한남동 683-134,027900779,,,N,N,N,N,N,N,N,N,20221010
사파키친 동성로,음식점/유흥시설,동남아시아음식,기타,대구광역시,중구,봉산동,,18-1 번지,동성로2길,4-9,35.86606,128.596287,41942,대구광역시 중구 동성로2길 4-9,대구광역시 중구 봉산동  18-1,050713375620,월-금 11시-21시30분,토-일 11시-21시30분,N,N,N,N,N,N,N,N,20221130
사하밧,음식점/유흥시설,동남아시아음식,인도,경기도,안산시 단원구,원곡동,,789 번지,다문화2길,12,37.329733,126.790095,15394,경기도 안산시 단원구 다문화2길 12,경기도 안산시 단원구 원곡동  789,,,,N,N,N,N,N,N,N,N,20221010
산1950,음식점/유흥시설,유럽음식,이탈리아,제주특별자치도,제주시,애월읍,하귀2리,1674 번지,하귀미수포길,4,33.483413,126.402544,63051,제주특별자치도 제주시 하귀미수포길 4,제주특별자치도 제주시 애월읍 하귀2리 1674,,,,N,N,N,N,N,N,N,N,20221010
산들애국수,음식점/유흥시설,남미음식,멕시코,제주특별자치도,제주시,아라일동,,368-60 번지,산천단동3길,25,33.449993,126.558325,63243,제주특별자치도 제주시 산천단동3길 25,제주특별자치도 제주시 아라일동  368-60,,,,N,N,N,N,N,N,N,N,20221010
산띠,음식점/유흥시설,인도아시아음식,인도,서울특별시,마포구,상수동,,323-3 번지,독막로,74,37.547627,126.921566,04074,서울특별시 마포구 독막로 74,서울특별시 마포구 상수동  323-3,,,,N,N,N,N,N,N,N,N,20221010
산띠,음식점/유흥시설,인도아시아음식,인도,서울특별시,마포구,서교동,,347-18 번지,와우산로27길,70,37.55554,126.924986,04053,서울특별시 마포구 와우산로27길 70,서울특별시 마포구 서교동  347-18,,,,N,N,N,N,N,N,N,N,20221010
산레모,음식점/유흥시설,유럽음식,이탈리아,경기도,고양시 일산동구,마두동,,816 번지,중앙로,1286,37.661498,126.774412,10409,경기도 고양시 일산동구 중앙로 1286,경기도 고양시 일산동구 마두동  816,,,,N,N,N,N,N,N,N,N,20221010
산마르코,음식점/유흥시설,유럽음식,이탈리아,경기도,시흥시,배곧동,,204 번지,서울대학로278번길,61,37.368186,126.730701,15011,경기도 시흥시 서울대학로278번길 61,경기도 시흥시 배곧동  204,,,,N,N,N,N,N,N,N,N,20221010
산마르코,음식점/유흥시설,유럽음식,이탈리아,경상북도,칠곡군,왜관읍,왜관리,291-12 번지,중앙로11길,2,35.988864,128.399169,39895,경상북도 칠곡군 중앙로11길 2,경상북도 칠곡군 왜관읍 왜관리 291-12,,,,N,N,N,N,N,N,N,N,20221010
산만디,음식점/유흥시설,유럽음식,이탈리아,부산광역시,동구,수정동,,508-14 번지,수정공원로,116,35.135138,129.041633,48705,부산광역시 동구 수정공원로 116,부산광역시 동구 수정동  508-14,,,,N,N,N,N,N,N,N,N,20221010
산시로,음식점/유흥시설,동아시아음식,일본,대구광역시,중구,동문동,,9-43 번지,경상감영길,233,35.871641,128.600173,41912,대구광역시 중구 경상감영길 233,대구광역시 중구 동문동 9-43,0534210346,,,N,N,N,N,N,N,N,N,20221010
산아래,음식점/유흥시설,동남아시아음식,인도,충청남도,천안시 동남구,유량동,,398-61 번지,태조산길,69,36.812242,127.171444,31068,충청남도 천안시 동남구 태조산길 69,충청남도 천안시 동남구 유량동  398-61,,,,N,N,N,N,N,N,N,N,20221010
산자번잡인도음식점,음식점/유흥시설,인도아시아음식,인도,대구광역시,서구,비산동,,1856-11 번지,서대구로,303-30,35.884812,128.555582,41711,대구광역시 서구 서대구로 303-30,대구광역시 서구 비산동  1856-11,,,,N,N,N,N,N,N,N,N,20221010
산쪼메,음식점/유흥시설,동남아시아음식,인도,부산광역시,부산진구,전포동,,687-13 번지,전포대로209번길,17-5,35.155115,129.064321,47294,부산광역시 부산진구 전포대로209번길 17-5,부산광역시 부산진구 전포동  687-13,,,,N,N,N,N,N,N,N,N,20221010
산쪼메 부평점,음식점/유흥시설,동아시아음식,일본,인천광역시,부평구,부평동,,193-15 번지,시장로29번길,5,37.493646,126.725291,21394,인천광역시 부평구 시장로29번길 5,인천광역시 부평구 부평동 193-15,0325058866,,,N,N,N,N,N,N,N,N,20221010
산쵸스타코,음식점/유흥시설,남미음식,인도,경기도,고양시 덕양구,행신동,,719-16 번지,충경로,35,37.615679,126.833447,10524,경기도 고양시 덕양구 충경로 35,경기도 고양시 덕양구 행신동  719-16,,,,N,N,N,N,N,N,N,N,20221010
산카레,음식점/유흥시설,동남아시아음식,인도,서울특별시,용산구,한남동,,684-35 번지,이태원로54길,58-5,37.535715,127.000844,04400,서울특별시 용산구 이태원로54길 58-5,서울특별시 용산구 한남동  684-35,,,,N,N,N,N,N,N,N,N,20221010
산타루치아,음식점/유흥시설,유럽음식,이탈리아,경기도,안양시 동안구,관양동,,1591 번지,시민대로,230,37.392313,126.956516,14067,경기도 안양시 동안구 시민대로 230,경기도 안양시 동안구 관양동 1591 평촌아크로타워,0314447000,,,N,N,N,N,N,N,N,N,20221010
산토루체,음식점/유흥시설,유럽음식,이탈리아,인천광역시,남동구,만수동,,841-9 번지,서판로59번길,14,37.464568,126.726571,21517,인천광역시 남동구 서판로59번길 14,인천광역시 남동구 만수동  841-9,,,,N,N,N,N,N,N,N,N,20221010
산토리니,음식점/유흥시설,유럽음식,이탈리아,부산광역시,동래구,수안동,,9-4 번지,충렬대로218번길,51,35.199585,129.083394,47818,부산광역시 동래구 충렬대로218번길 51,부산광역시 동래구 수안동  9-4,,,,N,N,N,N,N,N,N,N,20221010
산토스 타코,음식점/유흥시설,남미음식,멕시코,부산광역시,부산진구,부전동,,240-12 번지,신천대로62번길,61,35.153556,129.05828,47289,부산광역시 부산진구 신천대로62번길 61,부산광역시 부산진구 부전동 240-12,0518027487,10시-02시,10시-02시,N,N,N,N,N,N,N,N,20221010
산펠레,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,청담동,,130 번지,영동대로142길,25,37.525095,127.055527,06075,서울특별시 강남구 영동대로142길 25,서울특별시 강남구 청담동  130,,,,N,N,N,N,N,N,N,N,20221010
산화해,음식점/유흥시설,동아시아음식,중국,부산광역시,사하구,하단동,,616-13 번지,하신중앙로,334,35.105128,128.966874,49407,부산광역시 사하구 하신중앙로 334,부산광역시 사하구 하단동 616-13,0512013033,,,N,N,N,N,N,N,N,N,20221010
살라댕방콕,음식점/유흥시설,동남아시아음식,인도,서울특별시,종로구,익선동,,166-16 번지,돈화문로11다길,40,37.57381,126.989939,03133,서울특별시 종로구 돈화문로11다길 40,서울특별시 종로구 익선동  166-16,,,,N,N,N,N,N,N,N,N,20221010
살라타이,음식점/유흥시설,동남아시아음식,태국,경기도,성남시 분당구,정자동,,180 번지,정자일로,100,37.359106,127.107065,13562,경기도 성남시 분당구 정자일로 100,경기도 성남시 분당구 정자동  180,,,,N,N,N,N,N,N,N,N,20221010
살라타이,음식점/유흥시설,동남아시아음식,태국,서울특별시,송파구,신천동,,7-18 번지,올림픽로,269,37.514421,127.100524,05510,서울특별시 송파구 올림픽로 269,서울특별시 송파구 신천동  7-18,,,,N,N,N,N,N,N,N,N,20221010
살람,음식점/유흥시설,중동음식,터키,서울특별시,용산구,한남동,,732-21 번지,우사단로10길,39,37.533261,126.99734,04405,서울특별시 용산구 우사단로10길 39,서울특별시 용산구 한남동 732-21,027934323,,,N,N,N,N,N,N,N,N,20221010
살로또상수,음식점/유흥시설,유럽음식,이탈리아,서울특별시,마포구,상수동,,88-15 번지,독막로19길,42-12,37.549439,126.923981,04067,서울특별시 마포구 독막로19길 42-12,서울특별시 마포구 상수동  88-15,,,,N,N,N,N,N,N,N,N,20221010
살롱 그란데,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,신사동,,525-26 번지,압구정로4길,13-19,37.522577,127.021545,06028,서울특별시 강남구 압구정로4길 13-19,서울특별시 강남구 신사동 525-26,025458868,,,N,N,N,N,N,N,N,N,20221010
살롱드누아,음식점/유흥시설,남미음식,멕시코,서울특별시,서초구,서초동,,1509-3 번지,반포대로23길,13,37.488945,127.008109,06657,서울특별시 서초구 반포대로23길 13,서울특별시 서초구 서초동  1509-3,,,,N,N,N,N,N,N,N,N,20221010
살롱드쥬,음식점/유흥시설,유럽음식,이탈리아,서울특별시,송파구,방이동,,165-2 번지,위례성대로12길,4,37.513357,127.122658,05636,서울특별시 송파구 위례성대로12길 4,서울특별시 송파구 방이동  165-2,,,,N,N,N,N,N,N,N,N,20221010
살루떼,음식점/유흥시설,유럽음식,이탈리아,대전광역시,유성구,도룡동,,397-53 번지,대덕대로,562,36.383228,127.378869,34121,대전광역시 유성구 대덕대로 562,대전광역시 유성구 도룡동 397-53,0428620052,,,N,N,N,N,N,N,N,N,20221010
살루브레,음식점/유흥시설,유럽음식,이탈리아,경기도,수원시 영통구,신동,,921-2 번지,권선로882번길,26-3,37.249098,127.04249,16683,경기도 수원시 영통구 권선로882번길 26-3,경기도 수원시 영통구 신동  921-2,,,,N,N,N,N,N,N,N,N,20221010
살루쪼,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,삼성동,,38-3 번지,봉은사로57길,6,37.511315,127.045434,06097,서울특별시 강남구 봉은사로57길 6,서울특별시 강남구 삼성동  38-3,,,,N,N,N,N,N,N,N,N,20221010
살사스푼,음식점/유흥시설,남미음식,멕시코,서울특별시,서초구,반포동,,723-21 번지,사평대로57길,76,37.507544,127.022265,06536,서울특별시 서초구 사평대로57길 76,서울특별시 서초구 반포동  723-21,,,,N,N,N,N,N,N,N,N,20221010
살와레스토랑,음식점/유흥시설,인도아시아음식,인도,대구광역시,달서구,신당동,,1790-20 번지,서당로7길,52,35.855119,128.492506,42614,대구광역시 달서구 서당로7길 52,대구광역시 달서구 신당동 1790-20,0535820375,10시-23시,09시-23시,N,N,N,N,N,N,N,N,20221010
살짜기샤브샤브칼국수 안양점,음식점/유흥시설,동아시아음식,일본,경기도,안양시 만안구,안양동,,707-133 번지,냉천로,157,37.394453,126.921709,14000,경기도 안양시 만안구 냉천로 157,경기도 안양시 만안구 안양동 707-133,0314646660,,,N,N,N,N,N,N,N,N,20221010
삼국인,음식점/유흥시설,유럽음식,이탈리아,부산광역시,금정구,장전동,,312-25 번지,금정로68번길,12-24,35.230016,129.086897,46291,부산광역시 금정구 금정로68번길 12-24,부산광역시 금정구 장전동  312-25,,,,N,N,N,N,N,N,N,N,20221010
삼국지,음식점/유흥시설,동아시아음식,중국,대구광역시,동구,신서동,,495 번지,반야월로,400,35.87137,128.73245,41084,대구광역시 동구 반야월로 400,대구광역시 동구 신서동 495 칼라디움웨딩,0539630397,,,N,N,N,N,N,N,N,N,20221010
삼미누들바,음식점/유흥시설,동남아시아음식,인도,대구광역시,서구,평리동,,1333-1 번지,국채보상로48길,7,35.870286,128.557393,41824,대구광역시 서구 국채보상로48길 7,대구광역시 서구 평리동  1333-1,,,,N,N,N,N,N,N,N,N,20221010
삼미화훠궈,음식점/유흥시설,동남아시아음식,인도,경기도,안산시 단원구,원곡동,,845 번지,화랑로,122,37.325602,126.801683,15389,경기도 안산시 단원구 화랑로 122,경기도 안산시 단원구 원곡동  845,,,,N,N,N,N,N,N,N,N,20221010
삼바삼바 서면점,음식점/유흥시설,남미음식,멕시코,부산광역시,부산진구,부전동,,255-4 번지,서면로68번길,15,35.15627,129.058533,47286,부산광역시 부산진구 서면로68번길 15,부산광역시 부산진구 부전동 255-4,0518183830,,,N,N,N,N,N,N,N,N,20221010
삼보수산,음식점/유흥시설,북미음식,미국,경기도,안양시 만안구,박달동,,128-5 번지,박달로,460,37.402028,126.903463,14016,경기도 안양시 만안구 박달로 460,경기도 안양시 만안구 박달동 128-5,0314698088,,,N,N,N,N,N,N,N,N,20221010
삼사,음식점/유흥시설,동남아시아음식,인도,경기도,용인시 기흥구,서천동,,809 번지,서천로127번길,11-6,37.236376,127.073563,17108,경기도 용인시 기흥구 서천로127번길 11-6,경기도 용인시 기흥구 서천동  809,,,,N,N,N,N,N,N,N,N,20221010
삼시세끼,음식점/유흥시설,동남아시아음식,인도,서울특별시,강남구,논현동,,108 번지,학동로43길,38,37.518455,127.038014,06059,서울특별시 강남구 학동로43길 38,서울특별시 강남구 논현동  108,,,,N,N,N,N,N,N,N,N,20221010
삼시술끼,음식점/유흥시설,동남아시아음식,인도,서울특별시,용산구,한남동,,641-7 번지,대사관로30길,12,37.532795,127.005513,04402,서울특별시 용산구 대사관로30길 12,서울특별시 용산구 한남동  641-7,,,,N,N,N,N,N,N,N,N,20221010
삼전회전초밥,음식점/유흥시설,동아시아음식,일본,서울특별시,종로구,당주동,,15-7 번지,세종대로23길,21,37.571514,126.975176,03183,서울특별시 종로구 세종대로23길 21,서울특별시 종로구 당주동 15-7,027351748,,,N,N,N,N,N,N,N,N,20221010
삼지구,음식점/유흥시설,유럽음식,이탈리아,인천광역시,남동구,만수동,,1093-4 번지,담방로,77,37.446716,126.738843,21591,인천광역시 남동구 담방로 77,인천광역시 남동구 만수동 1093-4,0322135230,화-금 10시-20시,토-일 10시-20시,N,N,N,N,N,N,N,N,20221130
삼청동 로마네꽁띠,음식점/유흥시설,유럽음식,이탈리아,서울특별시,종로구,삼청동,,62-6 번지,북촌로5나길,83-6,37.5844,126.982391,03053,서울특별시 종로구 북촌로5나길 83-6,서울특별시 종로구 삼청동  62-6,027221633,11시30분-22시30분,토 16시-22시,N,N,N,N,N,N,N,N,20221130
삼학도일식,음식점/유흥시설,동아시아음식,일본,인천광역시,중구,북성동1가,,98-277 번지,월미문화로,57-1,37.473208,126.59682,22303,인천광역시 중구 월미문화로 57-1,인천광역시 중구 북성동1가 98-277,0327777022,,,N,N,N,N,N,N,N,N,20221010
삿뽀로,음식점/유흥시설,동아시아음식,일본,서울특별시,영등포구,여의도동,,43 번지,국제금융로,70,37.521495,126.930678,07333,서울특별시 영등포구 국제금융로 70,서울특별시 영등포구 여의도동 43 미원빌딩,0267477114,,,N,N,N,N,N,N,N,N,20221010
삿뽀로,음식점/유흥시설,동아시아음식,일본,인천광역시,연수구,동춘동,,805-3 번지,능허대로267번길,70,37.414266,126.657286,21944,인천광역시 연수구 능허대로267번길 70,인천광역시 연수구 동춘동 805-3,0328328392,,,N,N,N,N,N,N,N,N,20221010
삿뽀로 - 디큐브점,음식점/유흥시설,동아시아음식,일본,서울특별시,구로구,신도림동,,692 번지,경인로,662,37.508123,126.888213,08209,서울특별시 구로구 경인로 662,서울특별시 구로구 신도림동 692 디큐브시티,0222109545,,,N,N,N,N,N,N,N,N,20221010
삿뽀로 가좌점,음식점/유흥시설,동아시아음식,일본,인천광역시,서구,가좌동,,178-199 번지,백범로,872,37.485534,126.66122,22840,인천광역시 서구 백범로 872,"인천광역시 서구 가좌동 178-199 복합상가,우가우가",0325837776,,,N,N,N,N,N,N,N,N,20221010
삿뽀로 계산점,음식점/유흥시설,동아시아음식,일본,인천광역시,계양구,계산동,,1083-5 번지,도두리로,31,37.534101,126.737772,21069,인천광역시 계양구 도두리로 31,인천광역시 계양구 계산동 1083-5,0325567767,,,N,N,N,N,N,N,N,N,20221010
삿뽀로 목동점,음식점/유흥시설,동아시아음식,일본,서울특별시,양천구,신정동,,318-10 번지,목동동로,189,37.522941,126.870124,08011,서울특별시 양천구 목동동로 189,서울특별시 양천구 신정동 318-10 삼성 쉐르빌1,0226443366,,,N,N,N,N,N,N,N,N,20221010
삿뽀로 방이점,음식점/유흥시설,동아시아음식,일본,서울특별시,송파구,방이동,,24-3 번지,오금로11길,7,37.514554,127.107967,05542,서울특별시 송파구 오금로11길 7,서울특별시 송파구 방이동 24-3 제이타워빌딩,024187797,,,N,N,N,N,N,N,N,N,20221010
삿뽀로 영통점,음식점/유흥시설,동아시아음식,일본,경기도,수원시 영통구,영통동,,1009-3 번지,반달로,31,37.251069,127.075967,16705,경기도 수원시 영통구 반달로 31,경기도 수원시 영통구 영통동 1009-3 호원빌딩,0312057797,,,N,N,N,N,N,N,N,N,20221010
삿뽀로 울산점,음식점/유흥시설,동아시아음식,일본,울산광역시,남구,삼산동,,1656-2 번지,산업로,595,35.534768,129.35033,44716,울산광역시 남구 산업로 595,울산광역시 남구 삼산동 1656-2,0522677727,,,N,N,N,N,N,N,N,N,20221010
삿뽀로 잠원점,음식점/유흥시설,동아시아음식,일본,서울특별시,서초구,잠원동,,66-2 번지,신반포로33길,27,37.510368,127.010044,06521,서울특별시 서초구 신반포로33길 27,서울특별시 서초구 잠원동 66-2 파스텔프라자,0234827729,,,N,N,N,N,N,N,N,N,20221010
삿뽀로 홍대점,음식점/유흥시설,동아시아음식,일본,서울특별시,마포구,동교동,,206-2 번지,월드컵북로,14,37.556414,126.920507,03992,서울특별시 마포구 월드컵북로 14,서울특별시 마포구 동교동 206-2,0231444671,,,N,N,N,N,N,N,N,N,20221010
삿뽀로우동,음식점/유흥시설,동아시아음식,일본,서울특별시,종로구,도렴동,,148-3 번지,세종대로23길,11,37.571538,126.975785,03183,서울특별시 종로구 세종대로23길 11,서울특별시 종로구 도렴동 148-3,027385663,,,N,N,N,N,N,N,N,N,20221010
상남자키친,음식점/유흥시설,유럽음식,이탈리아,경상남도,진주시,가좌동,,1447-8 번지,가좌길,14,35.156222,128.106315,52822,경상남도 진주시 가좌길 14,경상남도 진주시 가좌동  1447-8,,,,N,N,N,N,N,N,N,N,20221010
상덕커리,음식점/유흥시설,인도아시아음식,인도,전라북도,전주시 완산구,풍남동3가,,67-18 번지,경기전길,87,35.81562,127.150992,55042,전라북도 전주시 완산구 경기전길 87,전라북도 전주시 완산구 풍남동3가  67-18,,,,N,N,N,N,N,N,N,N,20221010
상리라레스토랑,음식점/유흥시설,인도아시아음식,인도,경기도,수원시 영통구,원천동,,18-1 번지,아주로,46,37.278808,127.044063,16502,경기도 수원시 영통구 아주로 46,경기도 수원시 영통구 원천동  18-1,,,,N,N,N,N,N,N,N,N,20221010
상무초밥,음식점/유흥시설,동아시아음식,일본,경기도,김포시,풍무동,,884 번지,김포대로,715,37.612538,126.7309,10113,경기도 김포시 김포대로 715,경기도 김포시 풍무동 884 트레이더스 김포점,0319816774,,,N,N,N,N,N,N,N,N,20221010
상상짬뽕 화명점,음식점/유흥시설,동아시아음식,중국,부산광역시,북구,화명동,,2276-4 번지,금곡대로285번길,46,35.234337,129.011103,46526,부산광역시 북구 금곡대로285번길 46,부산광역시 북구 화명동 2276-4,0513633338,월-금 11시-24시30분,토-일 11시-24시30분,N,N,N,N,N,N,N,N,20221130
상솜,음식점/유흥시설,동남아시아음식,인도,경상북도,경주시,외동읍,모화리,237-20 번지,계동1길,6,35.677286,129.333834,38208,경상북도 경주시 계동1길 6,경상북도 경주시 외동읍 모화리 237-20,,,,N,N,N,N,N,N,N,N,20221010
상수역283,음식점/유흥시설,유럽음식,이탈리아,전라북도,전주시 완산구,고사동,,288-5 번지,전주객사4길,77,35.8211,127.142958,54999,전라북도 전주시 완산구 전주객사4길 77,전라북도 전주시 완산구 고사동  288-5,,,,N,N,N,N,N,N,N,N,20221010
상어식당,음식점/유흥시설,동남아시아음식,인도,서울특별시,성동구,성수동1가,,656-1659 번지,왕십리로2길,30,37.542785,127.048052,04779,서울특별시 성동구 왕십리로2길 30,서울특별시 성동구 성수동1가  656-1659,,,,N,N,N,N,N,N,N,N,20221010
상원,음식점/유흥시설,동아시아음식,중국,인천광역시,중구,선린동,,14-2 번지,차이나타운로55번길,16,37.47423,126.619177,22314,인천광역시 중구 차이나타운로55번길 16,인천광역시 중구 선린동 14-2,0327620684,,,N,N,N,N,N,N,N,N,20221010
상제흐망데프레,음식점/유흥시설,유럽음식,이탈리아,서울특별시,용산구,이태원동,,243-37 번지,회나무로44길,46,37.53948,126.995276,04346,서울특별시 용산구 회나무로44길 46,서울특별시 용산구 이태원동  243-37,,,,N,N,N,N,N,N,N,N,20221010
상하이,음식점/유흥시설,동아시아음식,중국,경기도,부천시,상동,,536-1 번지,송내대로265번길,73,37.507281,126.754531,14542,경기도 부천시 송내대로265번길 73,경기도 부천시 상동 536-1 보람프라자,0323256633,,,N,N,N,N,N,N,N,N,20221010
상하이,음식점/유흥시설,동아시아음식,중국,경기도,부천시,중동,,1120-1 번지,부흥로315번길,14,37.495051,126.777836,14582,경기도 부천시 부흥로315번길 14,경기도 부천시 중동 1120-1 아이엔유 포비스타 오피스텔,0323228780,12시-14시30분 18시-02시,12시-14시30분 18시-02시,N,N,N,N,N,N,N,N,20221010
상하이궁,음식점/유흥시설,동아시아음식,중국,부산광역시,남구,대연동,,292-17 번지,진남로25번길,15,35.137166,129.090475,48439,부산광역시 남구 진남로25번길 15,부산광역시 남구 대연동 292-17,0516218811,,,N,N,N,N,N,N,N,N,20221010
